Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
"fig|198094.11.peg.5091","Protein","Glucose-6-phosphate isomerase (EC 5.3.1.9)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5130","pgi","RefSeq.9606.33.NC_000016.CDS.24540627.24572445.fwd","Protein","E3 ubiquitin-protein ligase RBBP6 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"RBBP6","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2814914;imex:IM-13779-1847",
"fig|198094.11.peg.3940","Protein","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO (EC 2.1.1.74)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3970","gid","RefSeq.9606.33.NC_000004.CDS.121668468.121696589.rev","Protein","annexin A5","Primates",9606,"9606.33","Homo sapiens",,"ANXA5","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2838208;imex:IM-13779-4313",
"fig|198094.11.peg.4785","Protein","Ribonucleotide reductase transcriptional regulator NrdR","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4824","nrdR","RefSeq.9606.33.NC_000015.CDS.85485721.85744677.fwd","Protein","A-kinase anchor protein 13 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"AKAP13","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2817974;imex:IM-13779-2135",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000022.CDS.19723570.19724464.fwd","Protein","platelet glycoprotein Ib beta chain precursor","Primates",9606,"9606.33","Homo sapiens",,"GP1BB","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2833043;imex:IM-13779-3713",
"fig|198094.11.peg.3995","Protein","Dihydroorotate dehydrogenase (NAD(+)), electron transfer subunit (EC 1.3.1.14)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4024","pyrK","RefSeq.9606.33.NC_000011.CDS.62792476.62805356.rev","Protein","nuclear RNA export factor 1 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"NXF1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2828485;imex:IM-13779-3198",
"fig|198094.11.peg.5326","Protein","Phosphoglycerate kinase (EC 2.7.2.3)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5367","pgk","RefSeq.9606.33.NC_000023.CDS.71366315.71464046.fwd","Protein","transcription initiation factor TFIID subunit 1 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"TAF1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2821347;imex:IM-13779-2473",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000022.CDS.20859111.20887836.fwd","Protein","synaptosomal-associated protein 29","Primates",9606,"9606.33","Homo sapiens",,"SNAP29","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2811462;imex:IM-13779-1539",
"fig|198094.11.peg.4658","Protein","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4693","hemL-2","RefSeq.9606.33.NC_000010.CDS.27111977.27154210.rev","Protein","ATP-dependent zinc metalloprotease YME1L1 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"YME1L1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2818923;imex:IM-13779-2227",
"fig|198094.11.peg.1502","Protein","Stage IV sporulation protein A","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1530","spoIVA","RefSeq.9606.33.NC_000016.CDS.24729842.24823807.fwd","Protein","trinucleotide repeat-containing gene 6A protein isoform X6","Primates",9606,"9606.33","Homo sapiens",,"TNRC6A","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2820411;imex:IM-13779-2379",
"fig|198094.11.peg.4355","Protein","Branched-chain acyl kinase (EC 2.7.2.-)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4386","buk","RefSeq.9606.33.NC_000001.CDS.154272724.154275701.fwd","Protein","HCLS1-associated protein X-1 isoform b","Primates",9606,"9606.33","Homo sapiens",,"HAX1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2816763;imex:IM-13779-2015",
"fig|198094.11.peg.4278","Protein","Phosphopentomutase (EC 5.4.2.7)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4309","deoB","RefSeq.9606.33.NC_000009.CDS.113460257.113596953.fwd","Protein","regulator of G-protein signaling 3 isoform 6","Primates",9606,"9606.33","Homo sapiens",,"RGS3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2814825;imex:IM-13779-1837",
"fig|198094.11.peg.5324","Protein","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5365","gpmA","RefSeq.9606.33.NC_000016.CDS.30185210.30188964.fwd","Protein","coronin-1A isoform X1","Primates",9606,"9606.33","Homo sapiens",,"CORO1A","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835681;imex:IM-13779-4015",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000014.CDS.24180442.24188787.rev","Protein","importin-4","Primates",9606,"9606.33","Homo sapiens",,"IPO4","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2831491;imex:IM-13779-3540",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000019.CDS.35755522.35757008.rev","Protein","heat shock protein beta-6","Primates",9606,"9606.33","Homo sapiens",,"HSPB6","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2832044;imex:IM-13779-3600",
"fig|198094.11.peg.3682","Protein","Urocanate hydratase (EC 4.2.1.49)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3711","hutU","RefSeq.9606.33.NC_000002.CDS.108449275.108507630.fwd","Protein","GRIP and coiled-coil domain-containing protein 2","Primates",9606,"9606.33","Homo sapiens",,"GCC2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2833384;imex:IM-13779-3753",
"fig|198094.11.peg.173","Protein","Methionine ABC transporter ATP-binding protein","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0174",,"RefSeq.9606.33.NC_000017.CDS.5282487.5383223.fwd","Protein","rab GTPase-binding effector protein 1 isoform 3","Primates",9606,"9606.33","Homo sapiens",,"RABEP1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2811513;imex:IM-13779-1542",
"fig|198094.11.peg.4785","Protein","Ribonucleotide reductase transcriptional regulator NrdR","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4824","nrdR","RefSeq.9606.33.NC_000017.CDS.17812622.17836817.rev","Protein","sterol regulatory element-binding protein 1 isoform a","Primates",9606,"9606.33","Homo sapiens",,"SREBF1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822113;imex:IM-13779-2555",
"fig|198094.11.peg.4512","Protein","Translation elongation factor LepA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4544","lepA","RefSeq.9606.33.NC_000006.CDS.36596763.36601989.fwd","Protein","serine/arginine-rich splicing factor 3","Primates",9606,"9606.33","Homo sapiens",,"SRSF3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822765;imex:IM-13779-2617",
"fig|198094.11.peg.80","Protein","DNA integrity scanning protein DisA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0082",,"RefSeq.9606.33.NC_000017.CDS.81684067.81701618.fwd","Protein","hepatocyte growth factor-regulated tyrosine kinase substrate","Primates",9606,"9606.33","Homo sapiens",,"HGS","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2809910;imex:IM-13779-1405",
"fig|198094.11.peg.4952","Protein","Leucyl-tRNA synthetase (EC 6.1.1.4)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4991","leuS","RefSeq.9606.33.NC_000016.CDS.23641543.23667144.fwd","Protein","dynactin subunit 5 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"DCTN5","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835206;imex:IM-13779-3965",
"fig|198094.11.peg.5532","Protein","Thymidine kinase (EC 2.7.1.21)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5573","tdk","RefSeq.9606.33.NC_000007.CDS.33146253.33635271.fwd","Protein","protein PTHB1 isoform X4","Primates",9606,"9606.33","Homo sapiens",,"BBS9","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2826864;imex:IM-13779-3016",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000009.CDS.5910664.6007787.rev","Protein","uncharacterized protein KIAA2026 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"KIAA2026","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2831013;imex:IM-13779-3490",
"fig|198094.11.peg.4583","Protein","Alanyl-tRNA synthetase (EC 6.1.1.7)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4616","alaS","RefSeq.9606.33.NC_000008.CDS.143579792.143592211.rev","Protein","elongation factor 1-delta isoform X1","Primates",9606,"9606.33","Homo sapiens",,"EEF1D","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2834723;imex:IM-13779-3908",
"fig|198094.11.peg.4319","Protein","Ornithine carbamoyltransferase (EC 2.1.3.3)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4351","argF","RefSeq.9606.33.NC_000002.CDS.241228378.241266869.rev","Protein","vigilin isoform X2","Primates",9606,"9606.33","Homo sapiens",,"HDLBP","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2819312;imex:IM-13779-2265",
"fig|198094.11.peg.4658","Protein","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4693","hemL-2","RefSeq.9606.33.NC_000007.CDS.94395032.94430393.fwd","Protein","collagen alpha-2(I) chain precursor","Primates",9606,"9606.33","Homo sapiens",,"COL1A2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2813267;imex:IM-13779-1699",
"fig|198094.11.peg.4903","Protein","FIG002434: Uncharacterized protein YtpQ","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4944",,"RefSeq.9606.33.NC_000008.CDS.122951511.122954024.fwd","Protein","zinc fingers and homeoboxes protein 2 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"ZHX2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2818671;imex:IM-13779-2199",
"fig|198094.11.peg.2485","Protein","Malonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.18)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA2513","mmsA-2","RefSeq.9606.33.NC_000007.CDS.66988371.66995417.rev","Protein","ribosome maturation protein SBDS","Primates",9606,"9606.33","Homo sapiens",,"SBDS","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2823179;imex:IM-13779-2660",
"fig|198094.11.peg.1822","Protein","Ketol-acid reductoisomerase (EC 1.1.1.86)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1852","ilvC-2","RefSeq.9606.33.NC_000004.CDS.102510933.102616594.fwd","Protein","nuclear factor NF-kappa-B p105 subunit isoform X2","Primates",9606,"9606.33","Homo sapiens",,"NFKB1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2810221;imex:IM-13779-1433",
"fig|198094.11.peg.99","Protein","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0102","rpoB","RefSeq.9606.33.NC_000023.CDS.110676231.110792181.rev","Protein","chordin-like protein 1 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"CHRDL1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835557;imex:IM-13779-4004",
"fig|198094.11.peg.5569","Protein","Arginyl-tRNA synthetase (EC 6.1.1.19)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5611","argS","RefSeq.9606.33.NC_000022.CDS.41367533.41395960.fwd","Protein","thyrotroph embryonic factor isoform 2","Primates",9606,"9606.33","Homo sapiens",,"TEF","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2821075;imex:IM-13779-2446",
"fig|198094.11.peg.3138","Protein","Glutaminase (EC 3.5.1.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3155","glsA-2","RefSeq.9606.33.NC_000007.CDS.139360262.139422340.fwd","Protein","putative RNA-binding protein Luc7-like 2 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"LUC7L2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830731;imex:IM-13779-3451",
"fig|198094.11.peg.260","Protein","Heat shock protein 60 family chaperone GroEL","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0267","groEL","RefSeq.9606.33.NC_000006.CDS.3006553.3019655.fwd","Protein","ribosyldihydronicotinamide dehydrogenase [quinone] isoform 2","Primates",9606,"9606.33","Homo sapiens",,"NQO2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2811757;imex:IM-13779-1560",
"fig|198094.11.peg.5069","Protein","O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5108",,"RefSeq.9606.33.NC_000021.CDS.41432071.41458781.fwd","Protein","interferon-induced GTP-binding protein Mx1 isoform b","Primates",9606,"9606.33","Homo sapiens",,"MX1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2829443;imex:IM-13779-3305",
"fig|198094.11.peg.296","Protein","DNA ligase (NAD(+)) (EC 6.5.1.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0306","ligA","RefSeq.9606.33.NC_000002.CDS.24203626.24328082.rev","Protein","intersectin-2 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"ITSN2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2831321;imex:IM-13779-3525",
"fig|198094.11.peg.296","Protein","DNA ligase (NAD(+)) (EC 6.5.1.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0306","ligA","RefSeq.9606.33.NC_000017.CDS.6450407.6556406.rev","Protein","membrane-associated phosphatidylinositol transfer protein 3 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"PITPNM3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2815757;imex:IM-13779-1916",
"fig|198094.11.peg.4658","Protein","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4693","hemL-2","RefSeq.9606.33.NC_000019.CDS.35332041.35346697.fwd","Protein","B-cell receptor CD22 isoform 4 precursor","Primates",9606,"9606.33","Homo sapiens",,"CD22","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2826647;imex:IM-13779-2995",
"fig|198094.11.peg.5108","Protein","Glycyl-tRNA synthetase (EC 6.1.1.14)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5147","glyS","RefSeq.9606.33.NC_000021.CDS.29056475.29073590.rev","Protein","T-complex protein 1 subunit theta isoform 1","Primates",9606,"9606.33","Homo sapiens",,"CCT8","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2821145;imex:IM-13779-2453",
"fig|198094.11.peg.4663","Protein","Glutamyl-tRNA reductase (EC 1.2.1.70)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4698","hemA","RefSeq.9606.33.NC_000013.CDS.110150363.110307027.rev","Protein","collagen alpha-1(IV) chain isoform 1 preproprotein","Primates",9606,"9606.33","Homo sapiens",,"COL4A1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835837;imex:IM-13779-4034",
"fig|198094.11.peg.4389","Protein","Translation elongation factor P","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4421","efp","RefSeq.9606.33.NC_000011.CDS.32583888.32602399.fwd","Protein","eukaryotic translation initiation factor 3 subunit M isoform X2","Primates",9606,"9606.33","Homo sapiens",,"EIF3M","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2834511;imex:IM-13779-3884",
"fig|198094.11.peg.4187","Protein","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4218","metE","RefSeq.9606.33.NC_000013.CDS.110307904.110512191.fwd","Protein","collagen alpha-2(IV) chain preproprotein","Primates",9606,"9606.33","Homo sapiens",,"COL4A2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835830;imex:IM-13779-4036",
"fig|198094.11.peg.4658","Protein","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4693","hemL-2","RefSeq.9606.33.NC_000016.CDS.74375016.74392080.fwd","Protein","nuclear pore complex-interacting protein family member B15 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"NPIPB15","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2839210;imex:IM-13779-4421",
"fig|198094.11.peg.3937","Protein","ATP-dependent hsl protease ATP-binding subunit HslU","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3967","hslU","RefSeq.9606.33.NC_000002.CDS.241702066.241725031.fwd","Protein","inhibitor of growth protein 5","Primates",9606,"9606.33","Homo sapiens",,"ING5","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2813047;imex:IM-13779-1680",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000009.CDS.121088327.121177186.fwd","Protein","centriolin isoform X4","Primates",9606,"9606.33","Homo sapiens",,"CNTRL","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2824195;imex:IM-13779-2767",
"fig|198094.11.peg.3996","Protein","Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4025","carB","RefSeq.9606.33.NC_000003.CDS.47588209.47781797.rev","Protein","SWI/SNF complex subunit SMARCC1","Primates",9606,"9606.33","Homo sapiens",,"SMARCC1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822419;imex:IM-13779-2582",
"fig|198094.11.peg.104","Protein","Translation elongation factor G","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0107","fusA","RefSeq.9606.33.NC_000002.CDS.24203626.24328082.rev","Protein","intersectin-2 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"ITSN2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2816579;imex:IM-13779-1997",
"fig|198094.11.peg.982","Protein","Serine-protein kinase RsbW (EC 2.7.11.1)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0991","rsbW","RefSeq.9606.33.NC_000017.CDS.63827491.63831969.fwd","Protein","26S protease regulatory subunit 8 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"PSMC5","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2827011;imex:IM-13779-3031",
"fig|198094.11.peg.1157","Protein","ClpB protein","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1177","clpB","RefSeq.9606.33.NC_000015.CDS.41621999.41767280.fwd","Protein","MAX gene-associated protein isoform X8","Primates",9606,"9606.33","Homo sapiens",,"MGA","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2825088;imex:IM-13779-2850",
"fig|198094.11.peg.4187","Protein","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4218","metE","RefSeq.9606.33.NC_000006.CDS.30185876.30199103.rev","Protein","tripartite motif-containing protein 26 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"TRIM26","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2826121;imex:IM-13779-2948",
"fig|198094.11.peg.549","Protein","Glycosyltransferase","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0551",,"RefSeq.9606.33.NC_000012.CDS.54280808.54284313.fwd","Protein","heterogeneous nuclear ribonucleoprotein A1 isoform a","Primates",9606,"9606.33","Homo sapiens",,"HNRNPA1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2823469;imex:IM-13779-2693",
"fig|198094.11.peg.879","Protein","Protein translocase subunit SecA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0882","secA-1","RefSeq.9606.33.NC_000018.CDS.11851512.11852111.fwd","Protein","charged multivesicular body protein 1b","Primates",9606,"9606.33","Homo sapiens",,"CHMP1B","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2836358;imex:IM-13779-4102",
"fig|198094.11.peg.5132","Protein","Diaminopimelate epimerase (EC 5.1.1.7)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5170","dapF","RefSeq.9606.33.NC_000016.CDS.28605821.28623197.rev","Protein","sulfotransferase 1A1 isoform b","Primates",9606,"9606.33","Homo sapiens",,"SULT1A1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2821992;imex:IM-13779-2538",
"fig|198094.11.peg.2142","Protein","UPF0403 protein YphP","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA2173",,"RefSeq.9606.33.NC_000023.CDS.53082499.53087939.fwd","Protein","testis-specific Y-encoded-like protein 2","Primates",9606,"9606.33","Homo sapiens",,"TSPYL2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2819952;imex:IM-13779-2330",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000018.CDS.35993151.36067404.rev","Protein","regulation of nuclear pre-mRNA domain-containing protein 1A isoform X1","Primates",9606,"9606.33","Homo sapiens",,"RPRD1A","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2828275;imex:IM-13779-3173",
"fig|198094.11.peg.99","Protein","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0102","rpoB","RefSeq.9606.33.NC_000001.CDS.154272724.154275701.fwd","Protein","HCLS1-associated protein X-1 isoform b","Primates",9606,"9606.33","Homo sapiens",,"HAX1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2811888;imex:IM-13779-1576",
"fig|198094.11.peg.4840","Protein","Argininosuccinate synthase (EC 6.3.4.5)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4880","argG","RefSeq.9606.33.NC_000006.CDS.144291829.144850997.fwd","Protein","utrophin isoform X1","Primates",9606,"9606.33","Homo sapiens",,"UTRN","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2819543;imex:IM-13779-2289",
"fig|198094.11.peg.4658","Protein","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4693","hemL-2","RefSeq.9606.33.NC_000005.CDS.178861048.178884291.fwd","Protein","zinc finger protein 354B","Primates",9606,"9606.33","Homo sapiens",,"ZNF354B","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2818902;imex:IM-13779-2226",
"fig|198094.11.peg.99","Protein","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0102","rpoB","RefSeq.9606.33.NC_000004.CDS.1056491.1113464.rev","Protein","probable E3 SUMO-protein ligase RNF212 isoform X5","Primates",9606,"9606.33","Homo sapiens",,"RNF212","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2823537;imex:IM-13779-2697",
"fig|198094.11.peg.62","Protein","Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0065",,"RefSeq.9606.33.NC_000008.CDS.7015990.7017341.rev","Protein","neutrophil defensin 3 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"DEFA3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2817244;imex:IM-13779-2063",
"fig|198094.11.peg.1506","Protein","Demethylmenaquinone methyltransferase (EC 2.1.1.163)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1534","ubiE","RefSeq.9606.33.NC_000007.CDS.2632156.2661739.fwd","Protein","protein tweety homolog 3","Primates",9606,"9606.33","Homo sapiens",,"TTYH3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2819839;imex:IM-13779-2321",
"fig|198094.11.peg.3914","Protein","Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3944","pnp","RefSeq.9606.33.NC_000012.CDS.57096572.57108278.rev","Protein","signal transducer and activator of transcription 6 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"STAT6","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2821733;imex:IM-13779-2510",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000011.CDS.65128382.65133601.rev","Protein","E3 ubiquitin-protein ligase synoviolin isoform X1","Primates",9606,"9606.33","Homo sapiens",,"SYVN1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2821508;imex:IM-13779-2489",
