Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
fig|214092.21.peg.4136,Protein,"Ribose/xylose/arabinose/galactoside ABC-type transport systems, periplasmic sugar binding protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3633,,RefSeq.9606.33.NC_000016.CDS.680526.682489.fwd,Protein,"E3 ubiquitin-protein ligase CHIP isoform a",Primates,9606,9606.33,Homo sapiens,,STUB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2844635,imex:IM-13779-4884",
fig|214092.21.peg.4467,Protein,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3941,glgX,RefSeq.9606.33.NC_000016.CDS.57462725.57471119.fwd,Protein,"DNA-directed RNA polymerase II subunit RPB3",Primates,9606,9606.33,Homo sapiens,,POLR2C,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2855885,imex:IM-13779-6048",
fig|214092.21.peg.150,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.31,,RefSeq.9606.33.NC_000004.CDS.68314099.68349753.rev,Protein,"YTH domain-containing protein 1 isoform X1",Primates,9606,9606.33,Homo sapiens,,YTHDC1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2849851,imex:IM-13779-5398",
fig|214092.21.peg.2086,Protein,"Efflux ABC transporter, permease/ATP-binding protein YwjA",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1735,,RefSeq.9606.33.NC_000009.CDS.128166197.128191939.rev,Protein,"cip1-interacting zinc finger protein isoform 5",Primates,9606,9606.33,Homo sapiens,,CIZ1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2843469,imex:IM-13779-4773",
fig|214092.21.peg.996,Protein,"Flagellar P-ring protein FlgI",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0730,flgI,RefSeq.9606.33.NC_000015.CDS.77101394.77181926.rev,Protein,"pseudopodium-enriched atypical kinase 1 isoform X2",Primates,9606,9606.33,Homo sapiens,,PEAK1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2854828,imex:IM-13779-5947",
fig|214092.21.peg.1029,Protein,"Fructuronate transporter GntP",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0767,gntP,RefSeq.9606.33.NC_000003.CDS.113212337.113286862.fwd,Protein,"brother of CDO isoform X3",Primates,9606,9606.33,Homo sapiens,,BOC,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2874826,imex:IM-13779-8198",
fig|214092.21.peg.3321,Protein,"GTP-binding protein EngA",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2875,engA,RefSeq.9606.33.NC_000003.CDS.49360209.49375589.rev,Protein,"transforming protein RhoA isoform X1",Primates,9606,9606.33,Homo sapiens,,RHOA,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2856152,imex:IM-13779-6079",
fig|214092.21.peg.4663,Protein,"N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO4119,glmU,RefSeq.9606.33.NC_000019.CDS.39406887.39408699.fwd,Protein,"tristetraprolin",Primates,9606,9606.33,Homo sapiens,,ZFP36,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2851196,imex:IM-13779-5535",
fig|214092.21.peg.264,Protein,"DNA ligase (NAD(+)) (EC 6.5.1.2)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0041,ligB,RefSeq.9606.33.NC_000017.CDS.35983801.35986649.rev,Protein,"C-C motif chemokine 14 isoform 2 precursor",Primates,9606,9606.33,Homo sapiens,,CCL14,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2873989,imex:IM-13779-8104",
fig|214092.21.peg.4090,Protein,"Uncharacterized protein ImpI/VasC",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3595,,RefSeq.9606.33.NC_000017.CDS.82239976.82273381.rev,Protein,"casein kinase I isoform delta isoform X2",Primates,9606,9606.33,Homo sapiens,,CSNK1D,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847037,imex:IM-13779-5117",
fig|214092.21.peg.581,Protein,"Cytochrome c-type biogenesis protein DsbD, protein-disulfide reductase (EC 1.8.1.8)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0345,dipZ,RefSeq.9606.33.NC_000019.CDS.2427991.2456933.rev,Protein,"lamin-B2 isoform X1",Primates,9606,9606.33,Homo sapiens,,LMNB2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2846832,imex:IM-13779-5098",
fig|214092.21.peg.2537,Protein,"putative membrane protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2151,,RefSeq.9606.33.NC_000019.CDS.2757343.2769068.rev,Protein,"small glutamine-rich tetratricopeptide repeat-containing protein alpha isoform X1",Primates,9606,9606.33,Homo sapiens,,SGTA,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2840666,imex:IM-13779-4531",
fig|214092.21.peg.1208,Protein,"S-adenosylmethionine synthetase (EC 2.5.1.6)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0931,metK,RefSeq.9606.33.NT_187607.CDS.633414.694943.rev,Protein,"pyridoxal-dependent decarboxylase domain-containing protein 1 isoform X1",Primates,9606,9606.33,Homo sapiens,,LOC102724985,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2861627,imex:IM-13779-6655",
fig|214092.21.peg.2282,Protein,"iron aquisition yersiniabactin synthesis enzyme (Irp2) @ Siderophore biosynthesis non-ribosomal peptide synthetase modules",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1911,irp2,RefSeq.9606.33.NC_000003.CDS.52495414.52524356.fwd,Protein,"stabilin-1 isoform X3",Primates,9606,9606.33,Homo sapiens,,STAB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2853899,imex:IM-13779-5838",
fig|214092.21.peg.838,Protein,"Altronate dehydratase (EC 4.2.1.7)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0581,uxaA,RefSeq.9606.33.NC_000019.CDS.38836722.38849966.rev,Protein,"heterogeneous nuclear ribonucleoprotein L isoform a",Primates,9606,9606.33,Homo sapiens,,HNRNPL,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2867597,imex:IM-13779-7359",
fig|214092.21.peg.844,Protein,"Putative pertactin family virulence factor/autotransporter precursor",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0587,,RefSeq.9606.33.NC_000013.CDS.27424738.27435597.fwd,Protein,"transcription factor IIIA",Primates,9606,9606.33,Homo sapiens,,GTF3A,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2852741,imex:IM-13779-5708",
fig|214092.21.peg.1865,Protein,"Siderophore [Alcaligin-like] decarboxylase (EC 4.1.1.-) @ Siderophore biosynthesis L-2,4-diaminobutyrate decarboxylase",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1529,,RefSeq.9606.33.NC_000022.CDS.42585791.42614857.rev,Protein,"polymerase delta-interacting protein 3 isoform 3",Primates,9606,9606.33,Homo sapiens,,POLDIP3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2861682,imex:IM-13779-6659",
fig|214092.21.peg.145,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.26Ac,,RefSeq.9606.33.NC_000001.CDS.78025024.78135743.fwd,Protein,"PDZ domain-containing protein GIPC2 isoform X1",Primates,9606,9606.33,Homo sapiens,,GIPC2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2868872,imex:IM-13779-7512",
fig|214092.21.peg.3959,Protein,"Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3465,phnP,RefSeq.9606.33.NC_000015.CDS.40532299.40563015.rev,Protein,"uncharacterized protein C15orf57 isoform 3",Primates,9606,9606.33,Homo sapiens,,C15orf57,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2874066,imex:IM-13779-8113",
fig|214092.21.peg.3863,Protein,"HtrA protease/chaperone protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3382,gsrA,RefSeq.9606.33.NC_000006.CDS.42822023.42865446.fwd,Protein,"GLTSCR1-like protein",Primates,9606,9606.33,Homo sapiens,,GLTSCR1L,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2866224,imex:IM-13779-7193",
fig|214092.21.peg.2169,Protein,"Flagellar hook-associated protein FlgK",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1808,flgK,RefSeq.9606.33.NC_000009.CDS.19276175.19372173.fwd,Protein,"DENN domain-containing protein 4C",Primates,9606,9606.33,Homo sapiens,,DENND4C,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2871532,imex:IM-13779-7825",
fig|214092.21.peg.1811,Protein,"Putative membrane protein precursor",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1482,,RefSeq.9606.33.NC_000003.CDS.142724560.142806235.fwd,Protein,"short transient receptor potential channel 1 isoform 2",Primates,9606,9606.33,Homo sapiens,,TRPC1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2851435,imex:IM-13779-5560",
fig|214092.21.peg.3629,Protein,"tRNA 4-thiouridine synthase (EC 2.8.1.4) / Rhodanese-like domain required for thiamine synthesis",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3173,thiI,RefSeq.9606.33.NC_000012.CDS.66137960.66169951.rev,Protein,"protein lifeguard 4 isoform a",Primates,9606,9606.33,Homo sapiens,,TMBIM4,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2852206,imex:IM-13779-5649",
fig|214092.21.peg.4018,Protein,"Inner membrane component of TAM transport system",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3523,,RefSeq.9606.33.NC_000011.CDS.6614546.6619400.rev,Protein,"tripeptidyl-peptidase 1 preproprotein",Primates,9606,9606.33,Homo sapiens,,TPP1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2851766,imex:IM-13779-5598",
fig|214092.21.peg.1208,Protein,"S-adenosylmethionine synthetase (EC 2.5.1.6)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0931,metK,RefSeq.9606.33.NC_000012.CDS.56104738.56112888.fwd,Protein,"proliferation-associated protein 2G4",Primates,9606,9606.33,Homo sapiens,,PA2G4,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2862048,imex:IM-13779-6705",
fig|214092.21.peg.722,Protein,"Isoleucyl-tRNA synthetase (EC 6.1.1.5)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0475,ileS,RefSeq.9606.33.NC_000001.CDS.77945612.77979004.rev,Protein,"far upstream element-binding protein 1 isoform X1",Primates,9606,9606.33,Homo sapiens,,FUBP1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2869423,imex:IM-13779-7571",
fig|214092.21.peg.4467,Protein,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3941,glgX,RefSeq.9606.33.NC_000001.CDS.151404802.151443638.rev,Protein,"pogo transposable element with ZNF domain isoform X3",Primates,9606,9606.33,Homo sapiens,,POGZ,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2860968,imex:IM-13779-6575",
fig|214092.21.peg.862,Protein,"Putative autotransporter protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0606,yapF,RefSeq.9606.33.NC_000001.CDS.86704900.86743235.fwd,Protein,"endophilin-B1 isoform 1",Primates,9606,9606.33,Homo sapiens,,SH3GLB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2854749,imex:IM-13779-5941",
fig|214092.21.peg.3808,Protein,"Fumarate hydratase class I (EC 4.2.1.2)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3335,fumA,RefSeq.9606.33.NC_000004.CDS.102510933.102616594.fwd,Protein,"nuclear factor NF-kappa-B p105 subunit isoform X2",Primates,9606,9606.33,Homo sapiens,,NFKB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2863083,imex:IM-13779-6825",
fig|214092.21.peg.2166,Protein,"Flagellar L-ring protein FlgH",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1805,flgH,RefSeq.9606.33.NC_000013.CDS.24421119.24512978.rev,Protein,"poly [ADP-ribose] polymerase 4 isoform X2",Primates,9606,9606.33,Homo sapiens,,PARP4,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2861915,imex:IM-13779-6691",
fig|214092.21.peg.1592,Protein,"Mannonate dehydratase (EC 4.2.1.8)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1283,uxuA,RefSeq.9606.33.NC_000007.CDS.77840256.77954878.fwd,Protein,"putative homeodomain transcription factor 2 isoform 2",Primates,9606,9606.33,Homo sapiens,,PHTF2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2840203,imex:IM-13779-4490",
fig|214092.21.peg.168,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.45c,,RefSeq.9606.33.NC_000012.CDS.42160589.42238180.rev,Protein,"YY1-associated factor 2 isoform X1",Primates,9606,9606.33,Homo sapiens,,YAF2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2842028,imex:IM-13779-4648",
fig|214092.21.peg.143,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.25Ac,,RefSeq.9606.33.NC_000005.CDS.42800720.42810767.rev,Protein,"selenoprotein P isoform 2",Primates,9606,9606.33,Homo sapiens,,SEPP1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2855091,imex:IM-13779-5973",
fig|214092.21.peg.1550,Protein,"Phage tail/DNA circulation protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1246,,RefSeq.9606.33.NC_000002.CDS.31234622.31266704.fwd,Protein,"EH domain-containing protein 3",Primates,9606,9606.33,Homo sapiens,,EHD3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2870746,imex:IM-13779-7729",
fig|214092.21.peg.2885,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2473,,RefSeq.9606.33.NC_000017.CDS.67340843.67366519.rev,Protein,"26S proteasome non-ATPase regulatory subunit 12 isoform 1",Primates,9606,9606.33,Homo sapiens,,PSMD12,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2860445,imex:IM-13779-6516",
fig|214092.21.peg.3428,Protein,"Uncharacterized PLP-dependent aminotransferase YfdZ",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2975,,RefSeq.9606.33.NC_000008.CDS.18535743.19084958.rev,Protein,"PH and SEC7 domain-containing protein 3 isoform X1",Primates,9606,9606.33,Homo sapiens,,PSD3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2845815,imex:IM-13779-4997",
fig|214092.21.peg.2654,Protein,"Arabinose operon regulatory protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2258,araC,RefSeq.9606.33.NC_000008.CDS.9555940.9776736.fwd,Protein,"tankyrase-1 isoform X3",Primates,9606,9606.33,Homo sapiens,,TNKS,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2841120,imex:IM-13779-4567",
fig|214092.21.peg.2,Protein,"Mobile element protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPCD1.02,,RefSeq.9606.33.NC_000007.CDS.6374736.6402446.fwd,Protein,"ras-related C3 botulinum toxin substrate 1 isoform Rac1",Primates,9606,9606.33,Homo sapiens,,RAC1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2839735,imex:IM-13779-4454",
fig|214092.21.peg.3482,Protein,"Putative autotransporter",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3028,,RefSeq.9606.33.NC_000004.CDS.145137430.145179973.rev,Protein,"OTU domain-containing protein 4 isoform X4",Primates,9606,9606.33,Homo sapiens,,OTUD4,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2862137,imex:IM-13779-6717",
fig|214092.21.peg.4528,Protein,"Exopolygalacturonate lyase (EC 4.2.2.9)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3994,pelY,RefSeq.9606.33.NC_000010.CDS.73134583.73163937.rev,Protein,"protein SGT1 isoform 2",Primates,9606,9606.33,Homo sapiens,,ECD,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2854814,imex:IM-13779-5948",
fig|214092.21.peg.3322,Protein,"Outer membrane beta-barrel assembly protein BamB",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2876,yfgL,RefSeq.9606.33.NC_000020.CDS.34715260.34782355.rev,Protein,"nuclear receptor coactivator 6 isoform X6",Primates,9606,9606.33,Homo sapiens,,NCOA6,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2863479,imex:IM-13779-6873",
fig|214092.21.peg.106,Protein,"Mobile element protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPPCP1.01,,RefSeq.9606.33.NC_000005.CDS.58454583.58459959.rev,Protein,"serine/threonine-protein kinase PLK2 isoform 1",Primates,9606,9606.33,Homo sapiens,,PLK2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2839973,imex:IM-13779-4469",
fig|214092.21.peg.4314,Protein,"Glycerol-3-phosphate ABC transporter, ATP-binding protein UgpC (TC 3.A.1.1.3)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3793,ugpC,RefSeq.9606.33.NC_000016.CDS.30700825.30739733.fwd,Protein,"helicase SRCAP",Primates,9606,9606.33,Homo sapiens,,SRCAP,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2844736,imex:IM-13779-4894",
fig|214092.21.peg.638,Protein,"Zn-dependent protease with chaperone function",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0398,,RefSeq.9606.33.NC_000019.CDS.5782978.5784660.rev,Protein,"proline-rich protein 22",Primates,9606,9606.33,Homo sapiens,,PRR22,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2858072,imex:IM-13779-6272",
fig|214092.21.peg.166,Protein,"DNA replication protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.44,,RefSeq.9606.33.NC_000016.CDS.24729842.24823807.fwd,Protein,"trinucleotide repeat-containing gene 6A protein isoform X6",Primates,9606,9606.33,Homo sapiens,,TNRC6A,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2844212,imex:IM-13779-4847",
fig|214092.21.peg.4200,Protein,"TldE protein, part of TldE/TldD proteolytic complex",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3692,pmbA,RefSeq.9606.33.NC_000005.CDS.78002902.78294579.rev,Protein,"AP-3 complex subunit beta-1 isoform 1",Primates,9606,9606.33,Homo sapiens,,AP3B1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2875962,imex:IM-13779-8342",
fig|214092.21.peg.563,Protein,"L-rhamnose mutarotase (EC 5.1.3.n3)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0326,,RefSeq.9606.33.NC_000015.CDS.72199650.72230987.rev,Protein,"pyruvate kinase PKM isoform c",Primates,9606,9606.33,Homo sapiens,,PKM,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2865815,imex:IM-13779-7141",
fig|214092.21.peg.1508,Protein,"ATP-dependent helicase DinG/Rad3",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1206,dinG,RefSeq.9606.33.NC_000017.CDS.75874483.75878548.rev,Protein,"tripartite motif-containing protein 47",Primates,9606,9606.33,Homo sapiens,,TRIM47,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2851604,imex:IM-13779-5580",
fig|214092.21.peg.2341,Protein,"Succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1964,astD,RefSeq.9606.33.NC_000019.CDS.35904569.35908228.rev,Protein,"TYRO protein tyrosine kinase-binding protein isoform 1 precursor",Primates,9606,9606.33,Homo sapiens,,TYROBP,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2851041,imex:IM-13779-5523",
fig|214092.21.peg.2028,Protein,"N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1683,,RefSeq.9606.33.NC_000004.CDS.39044951.39133974.fwd,Protein,"kelch-like protein 5 isoform X3",Primates,9606,9606.33,Homo sapiens,,KLHL5,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847000,imex:IM-13779-5113",
fig|214092.21.peg.3117,Protein,"N,N'-diacetylchitobiose utilization operon protein YdjC",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2682,,RefSeq.9606.33.NC_000001.CDS.32274330.32285716.fwd,Protein,"tyrosine-protein kinase Lck isoform X2",Primates,9606,9606.33,Homo sapiens,,LCK,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2865625,imex:IM-13779-7118",
fig|214092.21.peg.2341,Protein,"Succinylglutamic semialdehyde dehydrogenase (EC 1.2.1.71)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1964,astD,RefSeq.9606.33.NC_000023.CDS.5892817.6151466.rev,Protein,"neuroligin-4, X-linked isoform X1",Primates,9606,9606.33,Homo sapiens,,NLGN4X,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2862713,imex:IM-13779-6783",
fig|214092.21.peg.718,Protein,"Na+/H+ antiporter NhaA type",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0470,ant,RefSeq.9606.33.NC_000002.CDS.142885368.143042172.fwd,Protein,"kynureninase isoform X1",Primates,9606,9606.33,Homo sapiens,,KYNU,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2865752,imex:IM-13779-7133",
fig|214092.21.peg.3783,Protein,"Unknown pentose kinase TM0952",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3312,,RefSeq.9606.33.NC_000021.CDS.33325056.33355549.fwd,Protein,"interferon alpha/beta receptor 1 precursor",Primates,9606,9606.33,Homo sapiens,,IFNAR1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2866674,imex:IM-13779-7242",
fig|214092.21.peg.2768,Protein,"Di-tripeptide/H+ symporter DtpA",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2361,tppB,RefSeq.9606.33.NC_000001.CDS.31576399.31586979.fwd,Protein,"tubulointerstitial nephritis antigen-like isoform X3",Primates,9606,9606.33,Homo sapiens,,TINAGL1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2852410,imex:IM-13779-5667",
fig|214092.21.peg.3200,Protein,"tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase (EC 2.1.1.61) / FAD-dependent cmnm(5)s(2)U34 oxidoreductase",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2756,mnmC,RefSeq.9606.33.NC_000013.CDS.110150363.110307027.rev,Protein,"collagen alpha-1(IV) chain isoform 1 preproprotein",Primates,9606,9606.33,Homo sapiens,,COL4A1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2872923,imex:IM-13779-7982",
fig|214092.21.peg.3371,Protein,"Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3) / Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2921,purL,RefSeq.9606.33.NC_000001.CDS.31576399.31586979.fwd,Protein,"tubulointerstitial nephritis antigen-like isoform X3",Primates,9606,9606.33,Homo sapiens,,TINAGL1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2852520,imex:IM-13779-5682",
fig|214092.21.peg.1449,Protein,"Dethiobiotin synthetase (EC 6.3.3.3)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1154,bioD,RefSeq.9606.33.NC_000017.CDS.27631266.27648982.fwd,Protein,"galectin-9 isoform X1",Primates,9606,9606.33,Homo sapiens,,LGALS9,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2876863,imex:IM-13779-8447",
fig|214092.21.peg.663,Protein,"Putative heavy metal/multi-drug efflux protein, RND family",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0421,,RefSeq.9606.33.NC_000019.CDS.39414087.39425294.fwd,Protein,"pleckstrin homology domain-containing family G member 2 isoform X5",Primates,9606,9606.33,Homo sapiens,,PLEKHG2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2861240,imex:IM-13779-6610",
fig|214092.21.peg.800,Protein,"16S rRNA (cytosine(1402)-N(4))-methyltransferase EC 2.1.1.199)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0547,mraW,RefSeq.9606.33.NC_000018.CDS.21651591.21704665.rev,Protein,"abhydrolase domain-containing protein 3",Primates,9606,9606.33,Homo sapiens,,ABHD3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2876559,imex:IM-13779-8417",
fig|214092.21.peg.1356,Protein,"Copper homeostasis protein CutF precursor / Lipoprotein NlpE involeved in surface adhesion",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1067,cutF,RefSeq.9606.33.NC_000002.CDS.201258232.201286594.fwd,Protein,"caspase-8 isoform X5",Primates,9606,9606.33,Homo sapiens,,CASP8,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2874392,imex:IM-13779-8154",
fig|214092.21.peg.1698,Protein,"Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1375,lrp,RefSeq.9606.33.NC_000020.CDS.63659403.63695858.fwd,Protein,"regulator of telomere elongation helicase 1 isoform 3",Primates,9606,9606.33,Homo sapiens,,RTEL1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2859584,imex:IM-13779-6433",
